assignment_id,pelatihan_id,judul_assignment,deskripsi_assignment,instruksi_submission,due_days_after_enroll,status_aktif,created_at
ASN000684,PLT000346,SOP customer service,Tugas proyek: SOP customer service. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",12,true,2024-01-13 08:00:00
ASN000685,PLT000346,Simulasi penanganan komplain,Tugas proyek: Simulasi penanganan komplain. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",24,true,2024-01-25 08:00:00
ASN000686,PLT000347,SOP produksi harian,"Studi kasus terapan: SOP produksi harian. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000687,PLT000347,Laporan perbaikan proses,Project file-upload: Laporan perbaikan proses. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",23,true,2024-01-24 08:00:00
ASN000688,PLT000348,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",12,true,2024-01-13 08:00:00
ASN000689,PLT000348,Video pendek pitching usaha,"Studi kasus terapan: Video pendek pitching usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",19,true,2024-01-20 08:00:00
ASN000690,PLT000348,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",22,true,2024-01-23 08:00:00
ASN000691,PLT000349,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",13,true,2024-01-14 08:00:00
ASN000692,PLT000349,Analisis laba rugi satu bulan,Tugas proyek: Analisis laba rugi satu bulan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",18,true,2024-01-19 08:00:00
ASN000693,PLT000349,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",29,true,2024-01-30 08:00:00
ASN000694,PLT000350,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000695,PLT000350,Laporan evaluasi kampanye digital,Tugas proyek: Laporan evaluasi kampanye digital. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
ASN000696,PLT000351,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",15,true,2024-01-16 08:00:00
ASN000697,PLT000352,Checklist legalitas usaha,"Studi kasus terapan: Checklist legalitas usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000698,PLT000352,Draft dokumen administrasi,Tugas proyek: Draft dokumen administrasi. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000699,PLT000353,Dokumen bahan dan pemasok,"Studi kasus terapan: Dokumen bahan dan pemasok. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",14,true,2024-01-15 08:00:00
ASN000700,PLT000354,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",15,true,2024-01-16 08:00:00
ASN000701,PLT000355,Audit toko marketplace,Project file-upload: Audit toko marketplace. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000702,PLT000356,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",18,true,2024-01-19 08:00:00
ASN000703,PLT000356,Rencana ekspor pemula,Tugas proyek: Rencana ekspor pemula. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",18,true,2024-01-19 08:00:00
ASN000704,PLT000356,Pitch deck produk ekspor,Project file-upload: Pitch deck produk ekspor. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",27,true,2024-01-28 08:00:00
ASN000705,PLT000357,Mockup desain kemasan,Tugas proyek: Mockup desain kemasan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",16,true,2024-01-17 08:00:00
ASN000706,PLT000358,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",14,true,2024-01-15 08:00:00
ASN000707,PLT000358,Simulasi penanganan komplain,Tugas proyek: Simulasi penanganan komplain. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000708,PLT000359,SOP produksi harian,Tugas proyek: SOP produksi harian. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000709,PLT000360,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",16,true,2024-01-17 08:00:00
ASN000710,PLT000361,Template pembukuan sederhana,"Studi kasus terapan: Template pembukuan sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",13,true,2024-01-14 08:00:00
ASN000711,PLT000362,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",15,true,2024-01-16 08:00:00
ASN000712,PLT000362,Laporan evaluasi kampanye digital,"Studi kasus terapan: Laporan evaluasi kampanye digital. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000713,PLT000363,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000714,PLT000364,Checklist legalitas usaha,Project file-upload: Checklist legalitas usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",12,true,2024-01-13 08:00:00
ASN000715,PLT000364,Draft dokumen administrasi,Tugas proyek: Draft dokumen administrasi. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",21,true,2024-01-22 08:00:00
ASN000716,PLT000365,Dokumen bahan dan pemasok,"Studi kasus terapan: Dokumen bahan dan pemasok. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",14,true,2024-01-15 08:00:00
ASN000717,PLT000365,Draft manual halal sederhana,Tugas proyek: Draft manual halal sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000718,PLT000366,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",16,true,2024-01-17 08:00:00
ASN000719,PLT000367,Audit toko marketplace,Project file-upload: Audit toko marketplace. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000720,PLT000368,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",19,true,2024-01-20 08:00:00
ASN000721,PLT000368,Rencana ekspor pemula,"Studi kasus terapan: Rencana ekspor pemula. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",18,true,2024-01-19 08:00:00
ASN000722,PLT000368,Pitch deck produk ekspor,Project file-upload: Pitch deck produk ekspor. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000723,PLT000369,Mockup desain kemasan,Tugas proyek: Mockup desain kemasan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",12,true,2024-01-13 08:00:00
ASN000724,PLT000369,Brand guideline sederhana,Project file-upload: Brand guideline sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",21,true,2024-01-22 08:00:00
ASN000725,PLT000370,SOP customer service,Tugas proyek: SOP customer service. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000726,PLT000370,Simulasi penanganan komplain,Project file-upload: Simulasi penanganan komplain. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",23,true,2024-01-24 08:00:00
ASN000727,PLT000370,SOP customer service,Tugas proyek: SOP customer service. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000728,PLT000371,SOP produksi harian,Tugas proyek: SOP produksi harian. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",13,true,2024-01-14 08:00:00
ASN000729,PLT000372,Pitch deck UMKM,Project file-upload: Pitch deck UMKM. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000730,PLT000372,Video pendek pitching usaha,Project file-upload: Video pendek pitching usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",21,true,2024-01-22 08:00:00
ASN000731,PLT000372,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",22,true,2024-01-23 08:00:00
